"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"418250357794283520","Wed Jan 01 05:20:30 +0000 2014","0","9. Sama halnya saat merasa depresi. Sedangkan rasa jijik biasanya berpengaruh pada kerja tenggorokan dan sistem pencernaan tubuh.","418250357794283520","","","in","","0","0","0","https://x.com/undefined/status/418250357794283520","2256063276",
"418212215695896576","Wed Jan 01 02:48:56 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","418212215695896576","","","in","","0","0","0","https://x.com/undefined/status/418212215695896576","221879267",
"418042415522795520","Tue Dec 31 15:34:13 +0000 2013","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","418042415522795520","","","in","","0","0","0","https://x.com/undefined/status/418042415522795520","221879267",
"418009884068962305","Tue Dec 31 13:24:57 +0000 2013","11","Terapi Shock untuk Depresi Ini Diklaim Bisa Hapus Kenangan Buruk http://t.co/KvvtuosAhV via @detikhealth","418009884068962305","","","in","","0","3","41","https://x.com/undefined/status/418009884068962305","69183155",
"417987257464008704","Tue Dec 31 11:55:02 +0000 2013","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","417987257464008704","","","in","","0","0","0","https://x.com/undefined/status/417987257464008704","1533146886",
"417975735962578944","Tue Dec 31 11:09:15 +0000 2013","3","Terapi Shock untuk Depresi Ini Diklaim Bisa Hapus Kenangan Buruk http://t.co/OJ2VoBKdKQ","417975735962578944","","","in","","0","0","8","https://x.com/undefined/status/417975735962578944","104446991",
"417857461874589696","Tue Dec 31 03:19:16 +0000 2013","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","417857461874589696","","","in","","0","0","0","https://x.com/undefined/status/417857461874589696","221879267",
"417705484674945024","Mon Dec 30 17:15:22 +0000 2013","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","417705484674945024","","","in","","0","0","0","https://x.com/undefined/status/417705484674945024","221879267",
"417627472402714624","Mon Dec 30 12:05:23 +0000 2013","1","Andi Soraya Tak Pernah Depresi karena Masalah Rumah Tangganya http://t.co/KvYk2QUTTT via @detikhot","417627472402714624","","","in","","0","1","7","https://x.com/undefined/status/417627472402714624","69183155",
"417608845964226560","Mon Dec 30 10:51:22 +0000 2013","0","Andi Soraya Tak Pernah Depresi karena Masalah Rumah Tangganya http://t.co/4wovjaiLkI","417608845964226560","","","in","","0","0","2","https://x.com/undefined/status/417608845964226560","137282671",
"417559498061283328","Mon Dec 30 07:35:16 +0000 2013","23","Humor dapat menjadi obat mujarab untuk menghilangkan stres depresi suasana hati yang buruk dan meningkatkan sistem kekebalan tubuh.","417559498061283328","","","in","","0","1","402","https://x.com/undefined/status/417559498061283328","614166112",
"417547474924892160","Mon Dec 30 06:47:30 +0000 2013","27","Salah satu efek negatif dari kecanduan internet adalah depresi sulit konsentrasi dan bersikap cuek terhadap lingkungan sekitar.","417547474924892160","","","in","","0","12","402","https://x.com/undefined/status/417547474924892160","342430660",
"417514141104869376","Mon Dec 30 04:35:02 +0000 2013","0","Over-thinking terhadap sesuatu bisa bikin kinerja otak kamu melambat bahkan bisa menimbulkan depresi. | #Workkaccino","417514141104869376","","","in","","0","0","28","https://x.com/undefined/status/417514141104869376","68657632",
"416596981570871298","Fri Dec 27 15:50:35 +0000 2013","3","Masalah tidur erat kaitannya dengan depresi dan kecemasan. [University of Warwick] #Psikologi","416596981570871298","","","in","","0","0","55","https://x.com/undefined/status/416596981570871298","583719445",
"416488717529128960","Fri Dec 27 08:40:22 +0000 2013","0","Orang yang rutin mengkonsumsi makanan cepat saji adalah 51% lebih mungkin untuk menderita depresi. [medicalxpress] #Psikologi","416488717529128960","","","in","","0","2","45","https://x.com/undefined/status/416488717529128960","583719445",
"416487593383952384","Fri Dec 27 08:35:54 +0000 2013","11","Kelebihan berat badan itu bisa buat depresi. Sialnya obat depresi paling manjur itu makan-makan!","416487593383952384","","","in","","0","4","58","https://x.com/undefined/status/416487593383952384","153812292",
"416476110265004034","Fri Dec 27 07:50:17 +0000 2013","21","Video games lebih efektif untuk memerangi depresi daripada konseling. #Psikologi","416476110265004034","","","in","","0","10","298","https://x.com/undefined/status/416476110265004034","614166112",
"416418794471313408","Fri Dec 27 04:02:31 +0000 2013","8","Dalam Psikologi ada beberapa tahapan respon terhadap fakta yg menyebalkan. Yaitu Penyangkalan marah depresi Kompromi &amp; nerima #PraKhotbah","416418794471313408","","","in","","0","0","69","https://x.com/undefined/status/416418794471313408","43486890",
"416395723161473024","Fri Dec 27 02:30:51 +0000 2013","20","Bernyanyi ketika kita berada di kamar mandi ternyata efektif untuk mengurangi stres dan depresi. #Psikologi","416395723161473024","","","in","","0","7","556","https://x.com/undefined/status/416395723161473024","614166112",
"416381894855757824","Fri Dec 27 01:35:54 +0000 2013","13","Menonton TV sampai larut malam dan membiarkan TV tetap hidup saat tertidur membuat Anda berisiko mengalami depresi. #Psikologi","416381894855757824","","","in","","0","16","299","https://x.com/undefined/status/416381894855757824","614166112",
"416367065046331393","Fri Dec 27 00:36:58 +0000 2013","1","Salah satu penyakit yang gejalanya sangat mirip dengan demensia (pikun) khususnya usia lanjut adalah depresi. http://t.co/9Pu0oVVen0","416367065046331393","","","in","","0","3","6","https://x.com/undefined/status/416367065046331393","36904795",
"416361025256976385","Fri Dec 27 00:12:58 +0000 2013","7","Perempuan yang secara teratur minum kopi berkafein kemungkinannya terkena depresi 20 persen lebih jarang http://t.co/qMm5Ah7ldp","416361025256976385","","","in","","0","4","33","https://x.com/undefined/status/416361025256976385","36904795",
"416199620520587264","Thu Dec 26 13:31:36 +0000 2013","4","Penelitian membuktikan 60% penderita depresi yg menjalani olahraga 30 menit 3x seminggu scr rutin dpt memperbaiki perasaan hatinya. Wow!","416199620520587264","","","in","","0","1","48","https://x.com/undefined/status/416199620520587264","76540248",
"416128087814713344","Thu Dec 26 08:47:22 +0000 2013","0","Wanita Kurang Tidur Potensial Depresi dan Marah-marah http://t.co/qXYfYkhf6b","416128087814713344","","","in","","0","0","0","https://x.com/undefined/status/416128087814713344","115936810",
"415869497807872001","Wed Dec 25 15:39:49 +0000 2013","0","#np1059fm @NuSahaMusic - Bila | @myLASTCHILD - Diary Depresi | #EBSNineOneOne w/ @ARYOpermadi | cc : @DeniSaha","415869497807872001","","","in","","0","0","0","https://x.com/undefined/status/415869497807872001","69187790",
"415868883392675840","Wed Dec 25 15:37:22 +0000 2013","0","Tambah kurus -&gt; tambah jelek -&gt; ga dapet pacar -&gt; ga menikah -&gt; ga punya keturunan -&gt; sendirian -&gt; depresi -&gt; penyakitan -&gt; MATI.","415868883392675840","","","in","","0","2","10","https://x.com/undefined/status/415868883392675840","96837607",
"415724875933032448","Wed Dec 25 06:05:08 +0000 2013","38","Bipolar : Suasana hati penderitanya yg dapat berganti secara tiba-tiba antara kebahagiaan (mania) dan kesedihan (depresi) yang ekstrim. #PID","415724875933032448","","","in","","0","9","284","https://x.com/undefined/status/415724875933032448","614166112",
"415684652519944192","Wed Dec 25 03:25:18 +0000 2013","6","Mari menjadi inspirasi untuk mereka yg depresi. Mari menjadi cahaya untuk mereka yg dalam bahaya. Mari menjadi pelita untuk mereka yg gulita","415684652519944192","","","in","","0","0","86","https://x.com/undefined/status/415684652519944192","1422951168",
"415507224107425793","Tue Dec 24 15:40:16 +0000 2013","10","Depresi Facebook adalah fenomena kesehatan mental yang disebabkan terlalu banyak menghabiskan waktu mengakses jejaring sosial tersebut. #PID","415507224107425793","","","in","","0","4","128","https://x.com/undefined/status/415507224107425793","614166112",
"415473953457446912","Tue Dec 24 13:28:04 +0000 2013","1","Cooper Jadi Depresi Usai Konsumsi Air Kemasan Mengandung Sperma http://t.co/t5nsp3od4O","415473953457446912","","","in","","0","0","3","https://x.com/undefined/status/415473953457446912","47596019",
"415471639128600576","Tue Dec 24 13:18:52 +0000 2013","0","Hidup - Perilaku Orang Tua Pengaruhi Level Depresi Anak http://t.co/Ay9DA988zX","415471639128600576","","","in","","0","0","5","https://x.com/undefined/status/415471639128600576","88352716",
"415446662924890112","Tue Dec 24 11:39:37 +0000 2013","2","Cooper Jadi Depresi Usai Konsumsi Air Kemasan Mengandung Sperma http://t.co/l2UeEeuNvV","415446662924890112","","","in","","0","1","7","https://x.com/undefined/status/415446662924890112","47596019",
"415419140615049217","Tue Dec 24 09:50:15 +0000 2013","1","Perilaku Orang Tua Pengaruhi Level Depresi Anak http://t.co/KhoKyfwQmf","415419140615049217","","","in","","0","0","2","https://x.com/undefined/status/415419140615049217","18129942",
